Time (s),Reconfigurable Path,Generic Path
190,89936.87015062226,2559.009483629115
191,72873.76477296591,2744.790427869707
192,82390.73519874779,5956.011167410489
193,146333.09630488974,3352.801512277962
194,145807.57672921967,3177.525338271407
195,168608.1596330497,3136.278873331584
196,300035.45183941396,3505.055361278901
197,281099.82230461657,4969.499687666111
198,275946.54866821633,5620.962414730777
199,259947.33787878908,4084.8382598257263
200,267596.61715651106,3636.6758464913187
201,187205.8768705467,2319.4708934047626
202,214965.32453266814,1836.7693841621826
203,292533.5006200439,2020.7935450363868
204,174672.55920078137,1212.5306523526501
205,65346.03655014252,904.7021712201085
206,76743.29280435553,2035.8358804109514
207,71717.5427573704,1728.403268427095
208,65290.2225206439,2263.243339582079
209,87063.11377222194,4393.1361682455345
210,96883.95009903796,4611.963424775478
211,110417.02533791885,2929.4517997403236
212,77260.85023334074,2224.226733365581
213,126941.80962976391,2489.544462940638
214,79179.42527538243,1928.2473694597156
215,79229.46960106787,2270.9852678912052
216,68245.17398004957,1790.1936222532734
217,137973.77712199953,3576.005082119324
218,164264.80441589194,3777.776251169182
219,199999.66544740484,4371.697409231219
220,191891.9705200561,4548.062271791508
221,224668.65877394908,3990.845851755731
222,167809.3102814251,4856.138032432947
223,186803.3270129541,4334.589462044939
224,173348.28100922052,3533.486742334308
225,179362.45263447956,4328.035100851063
226,207043.1421491449,3073.2468495359685
227,228149.37006762356,3769.934658482951
228,218964.75640159237,2870.913554705589
229,175575.96796042286,3996.2440644127023
230,136764.01308054905,3580.6396844067244
231,112086.52538117,2880.8431271413883
232,89997.32946847114,3419.0387722327673
233,87354.9449898492,4129.732412646375
234,91158.37073218107,1959.6398246786007
235,96899.2147552274,1949.3340873185152
236,92238.6079782756,1997.1051943410005
237,17505.091840587746,2990.0428635466646
238,16758.551986123268,3326.8885987286117
239,15011.666169254551,4925.058777307617
240,25774.65236071042,4576.755988611552
241,24793.40246495686,4703.78282013922
242,36607.22428481909,3331.1152259074934
243,28908.344604617945,2175.451108575177
244,22574.339530997364,1327.7360324057456
245,19556.663182336135,777.2289094889874
246,15589.097041903566,971.4649355382275
247,10466.624327900116,812.4585842327631
248,14489.15820088566,1061.392231186385
249,17818.215606981757,1042.692667711065
250,28125.706125279976,809.4601199161856
251,25060.120332392646,732.0521146433341
252,28325.18491006927,728.5837270611478
253,23837.600196973635,889.2695136965493
254,33784.36168341453,588.41624844711
255,29635.775275486223,1010.4258368944137
256,34251.603301172414,463.64849318129745
257,45689.12264442453,497.3339529550255
